# Disease orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_symbol	H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000137217.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02452	ENSG00000283422.2	lncRNA	ENSMUSG00000111531.3	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000269082	ENSG00000269082.1	lncRNA	ENSMUSG00000087513.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01031	ENSG00000232077.3	lncRNA	ENSMUSG00000127016.1	lncRNA	one-to-one	GENCODE.v47vsM36
SNHG5	ENSG00000203875.14	lncRNA	ENSMUSG00000097177.10	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000254510	ENSG00000254510.4	lncRNA	ENSMUSG00000120130.2	lncRNA	one-to-one	GENCODE.v47vsM36
LMLN-AS1	ENSG00000232832.2	lncRNA	ENSMUSG00000121903.1	lncRNA	many-to-many	GENCODE.v47vsM36
ATP6V0E2-AS1	ENSG00000204934.11	lncRNA	ENSMUSG00000132828.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000283235	ENSG00000283235.3	lncRNA	ENSMUSG00000133063.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279088	ENSG00000279088.3	lncRNA	ENSMUSG00000097577.5	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00174	ENSG00000179406.11	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
MIR181A1HG	ENSG00000229989.7	lncRNA	ENSMUSG00000098206.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01738	ENSG00000227947.3	lncRNA	ENSMUSG00000100998.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000273244	ENSG00000273244.1	lncRNA	ENSMUSG00000137336.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00690	ENSG00000233570.3	lncRNA	ENSMUSG00000104256.4	lncRNA	one-to-one	GENCODE.v47vsM36
MAP3K14-AS1	ENSG00000267278.7	lncRNA	ENSMUSG00000140574.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00970	ENSG00000293597.3	lncRNA	ENSMUSG00000140643.1	lncRNA	one-to-half	GENCODE.v47vsM36
LINC01666	ENSG00000279579.4	lncRNA	ENSMUSG00000122368.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR31HG	ENSG00000171889.8	lncRNA	ENSMUSG00000117123.3	lncRNA	one-to-many	GENCODE.v47vsM36
RBM12B-AS1	ENSG00000279331.1	lncRNA	ENSMUSG00000132643.1	lncRNA	many-to-many	GENCODE.v47vsM36
PCOLCE-AS1	ENSG00000224729.7	lncRNA	ENSMUSG00000102278.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000278893	ENSG00000278893.1	lncRNA	ENSMUSG00000140077.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR23AHG	ENSG00000267519.7	lncRNA	ENSMUSG00000133927.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00299	ENSG00000236790.8	lncRNA	ENSMUSG00000127650.1	lncRNA	many-to-many	GENCODE.v47vsM36
SLC25A30-AS1	ENSG00000251015.2	lncRNA	ENSMUSG00000121739.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02197	ENSG00000250387.4	lncRNA	ENSMUSG00000103296.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00299	ENSG00000236790.8	lncRNA	ENSMUSG00000113669.4	lncRNA	one-to-many	GENCODE.v47vsM36
FOXG1-AS1	ENSG00000257126.7	lncRNA	ENSMUSG00000112763.4	lncRNA	one-to-one	GENCODE.v47vsM36
MIR23AHG	ENSG00000267519.7	lncRNA	ENSMUSG00000097296.3	lncRNA	one-to-many	GENCODE.v47vsM36
FAM157C	ENSG00000260528.8	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR31HG	ENSG00000171889.8	lncRNA	ENSMUSG00000054351.3	lncRNA	one-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000139717.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279142	ENSG00000279142.1	lncRNA	ENSMUSG00000103830.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000275210	ENSG00000275210.1	lncRNA	ENSMUSG00000121426.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00174	ENSG00000179406.11	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000280227	ENSG00000280227.1	lncRNA	ENSMUSG00000109812.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000241860	ENSG00000241860.8	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
MT1JP	ENSG00000290662.2	lncRNA	ENSMUSG00000141783.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01666	ENSG00000279579.4	lncRNA	ENSMUSG00000129944.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01126	ENSG00000279873.3	lncRNA	ENSMUSG00000120263.2	lncRNA	one-to-many	GENCODE.v47vsM36
MIR7-3HG	ENSG00000176840.15	lncRNA	ENSMUSG00000117172.3	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000260772	ENSG00000260772.1	lncRNA	ENSMUSG00000128387.1	lncRNA	many-to-many	GENCODE.v47vsM36
SGO1-AS1	ENSG00000231304.3	lncRNA	ENSMUSG00000126270.1	lncRNA	one-to-many	GENCODE.v47vsM36
SMIM2-AS1	ENSG00000227258.8	lncRNA	ENSMUSG00000126913.1	lncRNA	one-to-one	GENCODE.v47vsM36
FAM181A-AS1	ENSG00000258584.3	lncRNA	ENSMUSG00000100789.8	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00680	ENSG00000290555.2	lncRNA	ENSMUSG00000120731.2	lncRNA	many-to-many	GENCODE.v47vsM36
CFL1P1	ENSG00000290782.2	lncRNA	ENSMUSG00000121780.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000278022	ENSG00000278022.2	lncRNA	ENSMUSG00000127125.1	lncRNA	one-to-one	GENCODE.v47vsM36
NKX2-2-AS1	ENSG00000258197.2	lncRNA	ENSMUSG00000086509.4	lncRNA	one-to-many	GENCODE.v47vsM36
CARMN	ENSG00000249669.13	lncRNA	ENSMUSG00000097324.11	lncRNA	one-to-many	GENCODE.v47vsM36
POLR2J4	ENSG00000290758.3	lncRNA	ENSMUSG00000089879.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00434	ENSG00000227336.2	lncRNA	ENSMUSG00000102284.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000266446	ENSG00000266446.1	lncRNA	ENSMUSG00000086035.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01933	ENSG00000254226.7	lncRNA	ENSMUSG00000086020.3	lncRNA	one-to-one	GENCODE.v47vsM36
INTS6-AS1	ENSG00000236778.10	lncRNA	ENSMUSG00000136752.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000122815.1	lncRNA	many-to-many	GENCODE.v47vsM36
DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479.8	lncRNA	ENSMUSG00000127433.1	lncRNA	many-to-many	GENCODE.v47vsM36
DLEU1	ENSG00000176124.16	lncRNA	ENSMUSG00000122016.1	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000137336.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01712	ENSG00000231364.4	lncRNA	ENSMUSG00000124479.1	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG22	ENSG00000267322.5	lncRNA	ENSMUSG00000129703.1	lncRNA	one-to-many	GENCODE.v47vsM36
FEZF1-AS1	ENSG00000230316.8	lncRNA	ENSMUSG00000106775.2	lncRNA	one-to-many	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000130060.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02473	ENSG00000261121.3	lncRNA	ENSMUSG00000105328.2	lncRNA	one-to-many	GENCODE.v47vsM36
MIR34AHG	ENSG00000228526.9	lncRNA	ENSMUSG00000102813.2	lncRNA	many-to-many	GENCODE.v47vsM36
NPY6R	ENSG00000293504.2	lncRNA	ENSMUSG00000117919.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02217	ENSG00000248455.9	lncRNA	ENSMUSG00000051237.9	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000258294	ENSG00000258294.6	lncRNA	ENSMUSG00000104006.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01133	ENSG00000224259.10	lncRNA	ENSMUSG00000136871.1	lncRNA	one-to-many	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000114616.3	lncRNA	many-to-many	GENCODE.v47vsM36
H1-10-AS1	ENSG00000206417.9	lncRNA	ENSMUSG00000131561.1	lncRNA	many-to-many	GENCODE.v47vsM36
SATB1-AS1	ENSG00000228956.10	lncRNA	ENSMUSG00000103753.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01727	ENSG00000279082.6	lncRNA	ENSMUSG00000086509.4	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000269082	ENSG00000269082.1	lncRNA	ENSMUSG00000043773.7	lncRNA	many-to-many	GENCODE.v47vsM36
RMST	ENSG00000255794.12	lncRNA	ENSMUSG00000121987.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01659	ENSG00000234928.4	lncRNA	ENSMUSG00000105679.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00938	ENSG00000273015.3	lncRNA	ENSMUSG00000097536.4	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000267827	ENSG00000267827.5	lncRNA	ENSMUSG00000140001.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000108711.3	lncRNA	many-to-many	GENCODE.v47vsM36
CDK6-AS1	ENSG00000237819.8	lncRNA	ENSMUSG00000121429.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01232	ENSG00000280734.5	lncRNA	ENSMUSG00000085615.5	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000279088	ENSG00000279088.3	lncRNA	ENSMUSG00000137335.1	lncRNA	many-to-many	GENCODE.v47vsM36
DLX6-AS1	ENSG00000231764.12	lncRNA	ENSMUSG00000090063.8	lncRNA	one-to-many	GENCODE.v47vsM36
MAPT-AS1	ENSG00000264589.6	lncRNA	ENSMUSG00000127744.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01871	ENSG00000235576.4	lncRNA	ENSMUSG00000130844.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00970	ENSG00000293597.3	lncRNA	ENSMUSG00000104011.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02356	ENSG00000257595.4	lncRNA	ENSMUSG00000140369.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00390	ENSG00000226519.5	lncRNA	ENSMUSG00000115709.3	lncRNA	many-to-many	GENCODE.v47vsM36
LNCARSR	ENSG00000233086.9	lncRNA	ENSMUSG00000120068.2	lncRNA	one-to-many	GENCODE.v47vsM36
LMLN-AS1	ENSG00000232832.2	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
TBX18-AS1	ENSG00000228290.8	lncRNA	ENSMUSG00000131379.1	lncRNA	one-to-one	GENCODE.v47vsM36
GS1-600G8.3	ENSG00000231216.1	lncRNA	ENSMUSG00000133418.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01348	ENSG00000280587.4	lncRNA	ENSMUSG00000110697.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01666	ENSG00000279579.4	lncRNA	ENSMUSG00000127554.1	lncRNA	many-to-many	GENCODE.v47vsM36
TIPARP-AS1	ENSG00000243926.4	lncRNA	ENSMUSG00000121286.2	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000123629.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000259084	ENSG00000259084.6	lncRNA	ENSMUSG00000140451.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01160	ENSG00000231346.5	lncRNA	ENSMUSG00000104835.7	lncRNA	one-to-one	GENCODE.v47vsM36
USP12-AS1	ENSG00000232162.3	lncRNA	ENSMUSG00000104845.3	lncRNA	many-to-many	GENCODE.v47vsM36
ZBED3-AS1	ENSG00000250802.8	lncRNA	ENSMUSG00000141641.1	lncRNA	many-to-many	GENCODE.v47vsM36
SEC23A-AS1	ENSG00000258651.2	lncRNA	ENSMUSG00000129728.1	lncRNA	many-to-many	GENCODE.v47vsM36
EPHA1-AS1	ENSG00000229153.8	lncRNA	ENSMUSG00000101268.7	lncRNA	one-to-one	GENCODE.v47vsM36
SNHG26	ENSG00000228649.12	lncRNA	ENSMUSG00000136083.1	lncRNA	many-to-many	GENCODE.v47vsM36
AGBL5-IT1	ENSG00000229122.1	lncRNA	ENSMUSG00000107201.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000274204	ENSG00000274204.1	lncRNA	ENSMUSG00000108912.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02289	ENSG00000258819.3	lncRNA	ENSMUSG00000140372.1	lncRNA	one-to-many	GENCODE.v47vsM36
LOXL1-AS1	ENSG00000261801.9	lncRNA	ENSMUSG00000120404.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01094	ENSG00000251442.9	lncRNA	ENSMUSG00000086495.9	lncRNA	many-to-many	GENCODE.v47vsM36
TTN-AS1	ENSG00000237298.12	lncRNA	ENSMUSG00000086354.3	lncRNA	one-to-many	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000128179.1	lncRNA	many-to-many	GENCODE.v47vsM36
LNC-LBCS	ENSG00000228412.10	lncRNA	ENSMUSG00000114860.3	lncRNA	many-to-many	GENCODE.v47vsM36
CDKN2B-AS1	ENSG00000240498.10	lncRNA	ENSMUSG00000086035.4	lncRNA	many-to-many	GENCODE.v47vsM36
RBPMS-AS1	ENSG00000254109.7	lncRNA	ENSMUSG00000140399.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000256654	ENSG00000256654.5	lncRNA	ENSMUSG00000102771.2	lncRNA	one-to-many	GENCODE.v47vsM36
HLA-F-AS1	ENSG00000214922.10	lncRNA	ENSMUSG00000038311.16	lncRNA	many-to-many	GENCODE.v47vsM36
TRIM52-AS1	ENSG00000248275.5	lncRNA	ENSMUSG00000133000.1	lncRNA	many-to-many	GENCODE.v47vsM36
H1-10-AS1	ENSG00000206417.9	lncRNA	ENSMUSG00000084950.9	lncRNA	one-to-many	GENCODE.v47vsM36
RAET1K	ENSG00000290917.2	lncRNA	ENSMUSG00000096937.3	lncRNA	many-to-many	GENCODE.v47vsM36
MIR29B2CHG	ENSG00000203709.15	lncRNA	ENSMUSG00000103867.2	lncRNA	many-to-many	GENCODE.v47vsM36
SEC23A-AS1	ENSG00000258651.2	lncRNA	ENSMUSG00000134509.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR124-1HG	ENSG00000253230.12	lncRNA	ENSMUSG00000120606.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000227400	ENSG00000227400.3	lncRNA	ENSMUSG00000121711.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000271533	ENSG00000271533.1	lncRNA	ENSMUSG00000086370.12	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01002	ENSG00000282508.3	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00205	ENSG00000223768.5	lncRNA	ENSMUSG00000141902.1	lncRNA	one-to-many	GENCODE.v47vsM36
PPP1R3B-DT	ENSG00000248538.11	lncRNA	ENSMUSG00000109688.3	lncRNA	one-to-many	GENCODE.v47vsM36
DM1-AS	ENSG00000267395.6	lncRNA	ENSMUSG00000127466.1	lncRNA	one-to-many	GENCODE.v47vsM36
NDUFA6-DT	ENSG00000237037.9	lncRNA	ENSMUSG00000121118.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000278908	ENSG00000278908.1	lncRNA	ENSMUSG00000130747.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000280247	ENSG00000280247.1	lncRNA	ENSMUSG00000097077.3	lncRNA	one-to-one	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000121098.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00852	ENSG00000231177.4	lncRNA	ENSMUSG00000097994.2	lncRNA	one-to-one	GENCODE.v47vsM36
CHASERR	ENSG00000272888.9	lncRNA	ENSMUSG00000108319.2	lncRNA	many-to-many	GENCODE.v47vsM36
FAM95B1	ENSG00000290718.2	lncRNA	ENSMUSG00000127554.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000270726	ENSG00000270726.6	lncRNA	ENSMUSG00000140083.1	lncRNA	many-to-many	GENCODE.v47vsM36
CYP4F35P	ENSG00000290461.2	lncRNA	ENSMUSG00000113811.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02223	ENSG00000249937.10	lncRNA	ENSMUSG00000097452.4	lncRNA	one-to-one	GENCODE.v47vsM36
PAUPAR	ENSG00000281880.2	lncRNA	ENSMUSG00000086029.9	lncRNA	one-to-many	GENCODE.v47vsM36
HERC2P3	ENSG00000290376.2	lncRNA	ENSMUSG00000120037.2	lncRNA	many-to-many	GENCODE.v47vsM36
DTX2P1-UPK3BP1-PMS2P11	ENSG00000265479.8	lncRNA	ENSMUSG00000089879.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02197	ENSG00000250387.4	lncRNA	ENSMUSG00000115122.2	lncRNA	many-to-many	GENCODE.v47vsM36
FGF14-IT1	ENSG00000243319.7	lncRNA	ENSMUSG00000125590.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000241860	ENSG00000241860.8	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01709	ENSG00000226715.5	lncRNA	ENSMUSG00000143702.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01121	ENSG00000205054.10	lncRNA	ENSMUSG00000100345.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01276	ENSG00000226917.7	lncRNA	ENSMUSG00000137062.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01819	ENSG00000231826.9	lncRNA	ENSMUSG00000117446.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01815	ENSG00000235519.4	lncRNA	ENSMUSG00000128549.1	lncRNA	many-to-many	GENCODE.v47vsM36
EP300-AS1	ENSG00000231993.3	lncRNA	ENSMUSG00000132242.1	lncRNA	many-to-many	GENCODE.v47vsM36
DNAJB8-AS1	ENSG00000242049.2	lncRNA	ENSMUSG00000139270.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02345	ENSG00000259225.10	lncRNA	ENSMUSG00000085316.4	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000269082	ENSG00000269082.1	lncRNA	ENSMUSG00000085101.10	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02324	ENSG00000255002.3	lncRNA	ENSMUSG00000142465.1	lncRNA	one-to-one	GENCODE.v47vsM36
STK32A-AS1	ENSG00000250343.2	lncRNA	ENSMUSG00000117792.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000226349	ENSG00000226349.2	lncRNA	ENSMUSG00000124245.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000279430	ENSG00000279430.1	lncRNA	ENSMUSG00000104351.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00526	ENSG00000264575.2	lncRNA	ENSMUSG00000124784.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02351	ENSG00000277987.4	lncRNA	ENSMUSG00000108828.3	lncRNA	one-to-many	GENCODE.v47vsM36
ANKRD34C-AS1	ENSG00000259234.9	lncRNA	ENSMUSG00000098627.9	lncRNA	one-to-one	GENCODE.v47vsM36
SCIRT	ENSG00000237686.9	lncRNA	ENSMUSG00000126142.1	lncRNA	one-to-many	GENCODE.v47vsM36
CAMTA1-DT	ENSG00000237436.2	lncRNA	ENSMUSG00000120016.2	lncRNA	one-to-one	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000108875.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02373	ENSG00000257507.2	lncRNA	ENSMUSG00000135225.1	lncRNA	one-to-many	GENCODE.v47vsM36
RRN3P2	ENSG00000103472.11	lncRNA	ENSMUSG00000086550.4	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000229832	ENSG00000229832.1	lncRNA	ENSMUSG00000086290.12	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000270726	ENSG00000270726.6	lncRNA	ENSMUSG00000124114.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01505	ENSG00000234323.11	lncRNA	ENSMUSG00000125105.1	lncRNA	one-to-many	GENCODE.v47vsM36
PAX8-AS1	ENSG00000189223.16	lncRNA	ENSMUSG00000137669.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279931	ENSG00000279931.1	lncRNA	ENSMUSG00000131568.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01549	ENSG00000232560.8	lncRNA	ENSMUSG00000123682.1	lncRNA	one-to-many	GENCODE.v47vsM36
PELATON	ENSG00000224397.10	lncRNA	ENSMUSG00000087624.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000279437	ENSG00000279437.1	lncRNA	ENSMUSG00000109088.4	lncRNA	one-to-many	GENCODE.v47vsM36
SLC38A4-AS1	ENSG00000257261.8	lncRNA	ENSMUSG00000131410.1	lncRNA	one-to-many	GENCODE.v47vsM36
HAND2-AS1	ENSG00000237125.14	lncRNA	ENSMUSG00000100510.10	lncRNA	many-to-many	GENCODE.v47vsM36
ALKBH3-AS1	ENSG00000244926.8	lncRNA	ENSMUSG00000027196.14	lncRNA	one-to-one	GENCODE.v47vsM36
SNHG14	ENSG00000224078.16	lncRNA	ENSMUSG00000109536.2	lncRNA	many-to-many	GENCODE.v47vsM36
CYP4F35P	ENSG00000290461.2	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
OVCH1-AS1	ENSG00000257599.6	lncRNA	ENSMUSG00000138375.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000280371	ENSG00000280371.1	lncRNA	ENSMUSG00000117334.3	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000243008	ENSG00000243008.4	lncRNA	ENSMUSG00000086358.5	lncRNA	many-to-many	GENCODE.v47vsM36
PCOLCE-AS1	ENSG00000224729.7	lncRNA	ENSMUSG00000130143.1	lncRNA	many-to-many	GENCODE.v47vsM36
RAET1K	ENSG00000290917.2	lncRNA	ENSMUSG00000071434.3	lncRNA	one-to-many	GENCODE.v47vsM36
MIRLET7BHG	ENSG00000197182.17	lncRNA	ENSMUSG00000116305.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00115	ENSG00000225880.7	lncRNA	ENSMUSG00000136814.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01138	ENSG00000274020.6	lncRNA	ENSMUSG00000130170.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00332	ENSG00000230710.3	lncRNA	ENSMUSG00000131219.1	lncRNA	one-to-one	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000131626.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01572	ENSG00000261008.10	lncRNA	ENSMUSG00000097393.11	lncRNA	many-to-many	GENCODE.v47vsM36
FAM138B	ENSG00000226516.8	lncRNA	ENSMUSG00000139670.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02318	ENSG00000258390.3	lncRNA	ENSMUSG00000136705.1	lncRNA	many-to-many	GENCODE.v47vsM36
CYTOR	ENSG00000222041.13	lncRNA	ENSMUSG00000074813.17	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000279227	ENSG00000279227.2	lncRNA	ENSMUSG00000133579.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01817	ENSG00000231420.2	lncRNA	ENSMUSG00000144116.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01586	ENSG00000249487.8	lncRNA	ENSMUSG00000133834.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000086358.5	lncRNA	many-to-many	GENCODE.v47vsM36
FRG1-DT	ENSG00000245685.10	lncRNA	ENSMUSG00000139670.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000257522	ENSG00000257522.8	lncRNA	ENSMUSG00000100844.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01712	ENSG00000231364.4	lncRNA	ENSMUSG00000103302.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000267827	ENSG00000267827.5	lncRNA	ENSMUSG00000136670.1	lncRNA	many-to-many	GENCODE.v47vsM36
PEX5L-AS2	ENSG00000244302.3	lncRNA	ENSMUSG00000087625.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01991	ENSG00000224187.2	lncRNA	ENSMUSG00000121816.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02047	ENSG00000239454.1	lncRNA	ENSMUSG00000107579.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01685	ENSG00000238063.4	lncRNA	ENSMUSG00000143721.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01233	ENSG00000269364.2	lncRNA	ENSMUSG00000144059.1	lncRNA	many-to-many	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000141786.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000121847.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00654	ENSG00000205181.9	lncRNA	ENSMUSG00000086379.9	lncRNA	one-to-many	GENCODE.v47vsM36
NORAD	ENSG00000260032.3	lncRNA	ENSMUSG00000138375.1	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG5	ENSG00000203875.14	lncRNA	ENSMUSG00000097073.9	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00588	ENSG00000215117.7	lncRNA	ENSMUSG00000135651.1	lncRNA	many-to-many	GENCODE.v47vsM36
PSD2-AS1	ENSG00000249131.3	lncRNA	ENSMUSG00000142118.1	lncRNA	one-to-one	GENCODE.v47vsM36
LETR1	ENSG00000248441.10	lncRNA	ENSMUSG00000099853.5	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000143290.1	lncRNA	many-to-many	GENCODE.v47vsM36
ALG1L9P	ENSG00000293546.1	lncRNA	ENSMUSG00000124377.1	lncRNA	many-to-many	GENCODE.v47vsM36
FGF14-IT1	ENSG00000243319.7	lncRNA	ENSMUSG00000125512.1	lncRNA	many-to-many	GENCODE.v47vsM36
FIRRE	ENSG00000213468.8	lncRNA	ENSMUSG00000085396.10	lncRNA	many-to-many	GENCODE.v47vsM36
